GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,I2LE001,I2LE002,I2LE003,I2LE004,I2LE005,I2LE006,I2LE007,I2LE008,I2LE009,I2LE010,I2LE011,I2LE012,I2LE013,I2LE014,I2LE015,I2LE016,I2LE017,NAME_M,I2LM001,I2LM002,I2LM003,I2LM004,I2LM005,I2LM006,I2LM007,I2LM008,I2LM009,I2LM010,I2LM011,I2LM012,I2LM013,I2LM014,I2LM015,I2LM016,I2LM017
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,NECTA Division Code,Urban Area Code,Congressional District (111th Congress) Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Estimates: Area Name,Estimates: Total,"Estimates: Less than $10,000","Estimates: $10,000 to $14,999","Estimates: $15,000 to $19,999","Estimates: $20,000 to $24,999","Estimates: $25,000 to $29,999","Estimates: $30,000 to $34,999","Estimates: $35,000 to $39,999","Estimates: $40,000 to $44,999","Estimates: $45,000 to $49,999","Estimates: $50,000 to $59,999","Estimates: $60,000 to $74,999","Estimates: $75,000 to $99,999","Estimates: $100,000 to $124,999","Estimates: $125,000 to $149,999","Estimates: $150,000 to $199,999","Estimates: $200,000 or more",Margins of error: Area Name,Margins of error: Total,"Margins of error: Less than $10,000","Margins of error: $10,000 to $14,999","Margins of error: $15,000 to $19,999","Margins of error: $20,000 to $24,999","Margins of error: $25,000 to $29,999","Margins of error: $30,000 to $34,999","Margins of error: $35,000 to $39,999","Margins of error: $40,000 to $44,999","Margins of error: $45,000 to $49,999","Margins of error: $50,000 to $59,999","Margins of error: $60,000 to $74,999","Margins of error: $75,000 to $99,999","Margins of error: $100,000 to $124,999","Margins of error: $125,000 to $149,999","Margins of error: $150,000 to $199,999","Margins of error: $200,000 or more"
"G1901930","2010",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,"Woodbury County, Iowa",38853,3301,2630,2920,2348,2285,2408,2156,2857,1539,3492,4255,3867,2271,1590,480,454,"Woodbury County, Iowa",1354,871,725,793,662,735,738,623,742,472,744,993,894,592,488,332,287
"G2000150","2010",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,"Butler County, Kansas",24140,711,1099,1065,1775,1450,1226,1370,1148,1225,2096,2784,3085,2156,1618,972,360,"Butler County, Kansas",978,317,565,484,542,514,488,529,444,434,735,693,741,531,605,405,219
"G2000450","2010",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,"Douglas County, Kansas",43385,3925,2762,2237,3575,2628,1887,1609,1958,2004,3661,4765,5319,3156,1190,1883,826,"Douglas County, Kansas",2334,1321,961,860,1117,919,635,544,707,752,1108,1098,1196,900,449,698,454
"G2000910","2010",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,"Johnson County, Kansas",211193,7928,5853,8366,8188,7200,8208,7576,8720,8455,17695,22974,34267,23291,14589,14042,13841,"Johnson County, Kansas",2541,1523,1347,1328,1425,1419,1285,1284,1468,1389,2349,2216,2952,1759,1685,1778,1495
"G2001030","2010",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,"Leavenworth County, Kansas",25254,1050,918,1099,2286,1260,793,772,1070,661,2269,3193,4177,2536,1543,1088,539,"Leavenworth County, Kansas",1162,485,401,478,864,541,391,483,570,390,604,770,831,612,599,459,302
"G2001610","2010",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,"Riley County, Kansas",25522,4046,1162,1097,946,1887,1177,1439,930,1399,2836,3473,1895,902,830,741,762,"Riley County, Kansas",1552,1000,498,517,621,662,560,674,449,658,809,875,700,429,369,378,351
"G2001730","2010",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,"Sedgwick County, Kansas",190444,14786,11009,12959,10560,10712,11540,10603,11266,10272,15227,19802,21574,13620,6809,5676,4029,"Sedgwick County, Kansas",2719,2159,1643,1963,1278,1790,1524,1480,1510,1422,1939,1835,2097,1367,1136,921,872
"G2001770","2010",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,"Shawnee County, Kansas",73623,6474,5763,3502,4599,3590,5208,4172,3937,3356,6875,8141,7554,4618,2402,1868,1564,"Shawnee County, Kansas",1609,1272,1370,916,1078,963,1035,1106,1094,886,1210,1130,1125,980,747,647,556
"G2002090","2010",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,"Wyandotte County, Kansas",54411,7328,3543,3586,3497,3951,3470,3074,3075,2606,5056,5034,5264,2239,1131,962,595,"Wyandotte County, Kansas",1655,1322,877,1036,923,888,924,844,885,709,1017,1141,1041,630,445,525,405
"G2100150","2010",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,"Boone County, Kentucky",42140,1802,1519,2124,1774,1548,2023,1925,2266,1818,2580,4714,7999,3718,2350,1942,2038,"Boone County, Kentucky",1471,615,678,913,681,744,913,659,712,595,799,1087,1318,843,724,721,817
"G2100290","2010",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",28878,1602,817,1747,1825,1614,1379,2143,2029,1040,3160,3653,3887,2493,987,256,246,"Bullitt County, Kentucky",259,686,470,638,633,630,508,684,661,422,845,728,739,602,428,215,199
"G2100370","2010",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,"Campbell County, Kentucky",35531,3383,2161,1510,2848,1978,2270,2046,1603,1289,3055,3571,4485,2342,1544,1032,414,"Campbell County, Kentucky",1209,877,710,559,775,647,692,663,561,510,607,815,954,608,510,409,253
"G2100470","2010",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,"Christian County, Kentucky",25520,2397,1609,1970,2487,1650,1919,2533,1306,1263,1996,2214,1894,1505,316,248,213,"Christian County, Kentucky",2970,917,647,639,830,718,744,780,514,607,756,706,587,596,218,241,220
"G2100590","2010",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,"Daviess County, Kentucky",37141,3045,3018,2862,2965,1549,2274,2135,2231,1800,4318,3897,3605,1724,879,392,447,"Daviess County, Kentucky",1533,785,900,938,940,540,642,605,590,616,1273,824,798,611,350,241,214
"G2100670","2010",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,"Fayette County, Kentucky",120761,12005,8859,6428,7875,7466,7254,4971,5589,4708,9504,12187,13163,8841,4502,4337,3072,"Fayette County, Kentucky",2746,1895,1285,1239,1582,1398,1522,1460,1100,1131,1406,1758,1751,1393,1039,1090,806
"G2100930","2010",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,"Hardin County, Kentucky",39286,2783,3138,2473,2889,1826,2460,2033,2777,1183,3568,3019,5096,3429,754,959,899,"Hardin County, Kentucky",2348,982,777,758,855,789,854,724,895,536,1105,811,950,972,419,563,499
"G2101110","2010",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,"Jefferson County, Kentucky",306177,27418,21556,20856,19495,18728,18083,16811,17755,11353,22432,30365,33025,17820,11195,8943,10342,"Jefferson County, Kentucky",3506,2546,2185,2447,2074,1917,2165,1938,2353,1774,2444,2366,2537,1934,1511,1370,1377
"G2101170","2010",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,"Kenton County, Kentucky",61247,3501,3259,4337,2395,3086,3854,2963,3719,2935,6358,7806,7036,4249,2053,1897,1799,"Kenton County, Kentucky",1699,861,952,1107,636,962,1093,867,895,793,1354,1203,1206,830,514,505,599
"G2101450","2010",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,"McCracken County, Kentucky",27182,2972,2439,1774,1670,1417,1598,1213,1252,1311,1684,2112,3281,2590,624,583,662,"McCracken County, Kentucky",1163,916,772,621,707,523,644,439,543,567,595,666,786,836,392,325,420
"G2101510","2010",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,"Madison County, Kentucky",31371,2982,2919,2134,1995,1414,2101,1200,2085,1259,2289,3247,3870,1827,993,499,557,"Madison County, Kentucky",1510,866,879,765,575,581,684,762,787,542,745,980,1036,507,530,385,289
"G2101950","2010",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,"Pike County, Kentucky",26820,3875,2901,2978,2560,2158,1776,1536,1085,1051,1119,1608,2200,1068,661,186,58,"Pike County, Kentucky",1117,931,792,822,670,688,653,604,512,566,386,574,684,432,434,134,83
"G2102270","2010",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,"Warren County, Kentucky",42946,3914,3762,2847,3299,3558,2366,2120,1629,1631,2827,3645,6143,2349,714,1217,925,"Warren County, Kentucky",1484,944,960,986,903,1025,741,655,580,663,753,807,1290,678,328,461,632
"G2200050","2010",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",36927,2628,1776,787,1806,1379,1077,2520,1570,2100,2195,3538,5414,4931,1946,1557,1703,"Ascension Parish, Louisiana",2273,1006,628,412,752,609,553,862,675,1040,737,1207,1080,1173,676,542,740
"G2200150","2010",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,"Bossier Parish, Louisiana",45087,2665,2979,2806,3633,2471,2893,1771,2170,1253,3747,4493,5853,3785,2066,1132,1370,"Bossier Parish, Louisiana",1269,986,892,1085,1363,896,905,755,913,546,1003,1093,1161,975,761,516,688
"G2200170","2010",,,"Louisiana","22","Caddo Parish","017",,,,,,,,,,,,,,,,,"Caddo Parish, Louisiana",98886,9884,8733,9198,8235,5486,6161,3365,4637,4927,9035,7064,9329,6014,2283,2116,2419,"Caddo Parish, Louisiana",2302,1720,1529,1622,1519,1230,1448,851,1126,1100,1407,1294,1375,1374,842,566,678
"G2200190","2010",,,"Louisiana","22","Calcasieu Parish","019",,,,,,,,,,,,,,,,,"Calcasieu Parish, Louisiana",73459,8317,3599,6115,4444,5787,4267,4355,2649,2722,5301,6609,7497,5164,3129,1930,1574,"Calcasieu Parish, Louisiana",2078,1387,975,1320,1058,1516,988,1097,648,765,1217,1212,1250,1047,863,507,508
"G2200330","2010",,,"Louisiana","22","East Baton Rouge Parish","033",,,,,,,,,,,,,,,,,"East Baton Rouge Parish, Louisiana",165646,14195,10308,12192,10289,7904,9671,8729,9592,6074,11148,15833,16943,12835,6828,7622,5483,"East Baton Rouge Parish, Louisiana",3103,2073,1774,1813,1615,1345,1900,1984,1869,1219,1771,2217,1875,1801,1520,1301,1031
"G2200450","2010",,,"Louisiana","22","Iberia Parish","045",,,,,,,,,,,,,,,,,"Iberia Parish, Louisiana",26130,2411,1806,2019,1508,1560,2103,1174,841,1247,1822,2798,3347,2476,353,298,367,"Iberia Parish, Louisiana",1371,849,781,652,554,716,739,587,382,566,752,719,788,775,262,313,334
"G2200510","2010",,,"Louisiana","22","Jefferson Parish","051",,,,,,,,,,,,,,,,,"Jefferson Parish, Louisiana",166696,13610,9807,11296,10213,9050,9322,8030,8718,9035,13494,15035,18923,11276,6790,5612,6485,"Jefferson Parish, Louisiana",2812,1903,1763,1633,1455,1476,1488,1782,1269,1658,1859,1521,2085,1625,1122,1070,993
"G2200550","2010",,,"Louisiana","22","Lafayette Parish","055",,,,,,,,,,,,,,,,,"Lafayette Parish, Louisiana",84447,7448,5913,5700,4458,3487,4053,4455,4608,3348,6254,9991,9021,6341,2935,3282,3153,"Lafayette Parish, Louisiana",2472,1454,1475,1263,1286,1028,1123,1112,1271,983,1273,1855,1367,1194,826,681,961
"G2200570","2010",,,"Louisiana","22","Lafourche Parish","057",,,,,,,,,,,,,,,,,"Lafourche Parish, Louisiana",35691,2334,3037,2356,2472,1695,2032,1586,1561,1208,2559,3793,4709,2175,1897,1171,1106,"Lafourche Parish, Louisiana",1331,697,881,703,816,709,600,669,667,556,665,1070,999,655,738,617,540
"G2200630","2010",,,"Louisiana","22","Livingston Parish","063",,,,,,,,,,,,,,,,,"Livingston Parish, Louisiana",44849,2085,2830,2964,2355,2664,2253,1558,1962,1632,5019,4638,7186,3591,1902,1271,939,"Livingston Parish, Louisiana",1776,741,975,978,826,884,869,522,619,758,1227,1021,1414,908,706,726,393
"G2200710","2010",,,"Louisiana","22","Orleans Parish","071",,,,,,,,,,,,,,,,,"Orleans Parish, Louisiana",142093,20589,11743,8853,10074,8082,7730,6433,6877,5518,9475,12534,13073,6578,4606,4079,5849,"Orleans Parish, Louisiana",3457,2319,1853,1419,1580,1393,1473,1337,1614,1201,1527,1641,1649,1168,1080,794,971
"G2200730","2010",,,"Louisiana","22","Ouachita Parish","073",,,,,,,,,,,,,,,,,"Ouachita Parish, Louisiana",57072,7307,4604,3105,4147,2890,4110,3590,2675,2312,4907,4078,5452,3425,1425,1772,1273,"Ouachita Parish, Louisiana",2583,1267,1048,979,1077,799,904,1037,769,661,1103,966,1346,962,600,679,452
"G2200790","2010",,,"Louisiana","22","Rapides Parish","079",,,,,,,,,,,,,,,,,"Rapides Parish, Louisiana",47126,4170,5202,3290,3579,2440,1614,2898,2930,2305,3228,4582,5287,2777,1271,981,572,"Rapides Parish, Louisiana",2634,946,1130,822,956,696,587,976,962,766,724,1041,1045,998,646,484,299
"G2200970","2010",,,"Louisiana","22","St. Landry Parish","097",,,,,,,,,,,,,,,,,"St. Landry Parish, Louisiana",30518,5379,3452,2067,1508,1251,2043,2034,847,1240,2269,2222,2604,1226,1157,692,527,"St. Landry Parish, Louisiana",1078,993,779,644,538,495,727,595,382,487,699,635,740,418,566,353,351
"G2201030","2010",,,"Louisiana","22","St. Tammany Parish","103",,,,,,,,,,,,,,,,,"St. Tammany Parish, Louisiana",86363,4323,3874,3515,4812,4084,4235,4545,4271,3477,6534,8972,11607,8241,5809,3542,4522,"St. Tammany Parish, Louisiana",1866,1091,1087,1159,954,1165,1063,1227,1158,1198,1842,1634,1883,1429,1309,890,1015
"G2201050","2010",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,"Tangipahoa Parish, Louisiana",43228,3506,4724,3434,3883,1897,2282,2760,1247,1538,3721,4266,4628,2448,1150,1252,492,"Tangipahoa Parish, Louisiana",2234,975,1040,1122,1009,683,861,923,564,622,1237,1135,1251,774,509,581,289
"G2201090","2010",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,"Terrebonne Parish, Louisiana",38138,2326,2870,2374,2401,2360,2041,1871,1503,1795,1981,5653,4270,3064,1438,1082,1109,"Terrebonne Parish, Louisiana",1615,892,931,854,903,772,791,684,628,610,625,1155,1191,809,619,581,591
"G2300010","2010",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,"Androscoggin County, Maine",43918,3146,3586,3087,3040,3111,2449,2754,2236,2745,2458,5835,4593,2371,1097,600,810,"Androscoggin County, Maine",1663,954,1112,698,738,914,862,897,695,655,786,1153,994,786,477,338,379
"G2300030","2010",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,"Aroostook County, Maine",30188,2815,3001,2232,2718,1956,1790,1830,1545,1527,2243,2982,2699,1405,488,458,499,"Aroostook County, Maine",1190,673,569,650,615,497,455,549,417,518,513,575,665,501,201,206,285
"G2300050","2010",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,"Cumberland County, Maine",116493,6625,6063,4639,6480,4954,4709,7127,5560,3897,9357,14985,15656,9499,5919,6395,4628,"Cumberland County, Maine",2558,1006,1238,976,1185,1028,1100,1547,1123,920,1442,1659,1840,1105,1144,1119,912
"G2300110","2010",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,"Kennebec County, Maine",51225,3878,2865,2407,3599,2930,3824,2922,3214,1831,5001,5118,7058,2837,1617,975,1149,"Kennebec County, Maine",1446,847,677,644,873,755,1037,779,757,523,1076,1008,1162,570,514,403,590
"G2300190","2010",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,"Penobscot County, Maine",60428,3963,5512,4727,3528,3584,3700,2864,3165,2952,5095,6203,6779,3872,2252,1563,669,"Penobscot County, Maine",1592,852,1244,972,781,875,900,775,778,892,959,1091,1120,937,663,507,298
"G2300310","2010",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,"York County, Maine",79094,5187,4469,3041,3976,5085,3003,3410,4723,3272,6481,12431,10758,6485,2986,2578,1209,"York County, Maine",2490,1198,1221,826,832,1117,769,940,1180,788,1271,1750,1566,1054,810,728,498
"G2400010","2010",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,"Allegany County, Maryland",28844,3391,2242,2088,2229,2849,1611,1094,1280,1095,2610,2305,3114,1804,455,481,196,"Allegany County, Maryland",1380,696,783,604,691,787,498,457,483,399,774,614,859,638,262,228,185
"G2400030","2010",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,"Anne Arundel County, Maryland",197569,6905,3984,5684,5182,6403,6528,6573,5950,6614,14875,22076,28124,22580,19406,18646,18039,"Anne Arundel County, Maryland",2849,1602,888,1413,1077,1560,1485,1554,1184,1325,2153,2371,2468,2216,2068,2176,1916
"G2400050","2010",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,"Baltimore County, Maryland",315975,16071,11384,10689,11737,14399,13641,14312,15947,13554,28417,34814,45013,34037,17597,18272,16091,"Baltimore County, Maryland",3589,2178,1775,1650,1758,2032,2234,1787,2150,2199,2560,3122,2907,2720,1922,1985,1718
"G2400090","2010",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,"Calvert County, Maryland",30738,637,1016,458,1081,1069,522,1047,773,767,2212,2846,4758,4276,3564,3373,2339,"Calvert County, Maryland",1236,434,562,354,493,489,414,528,382,354,731,863,1141,877,855,810,682
"G2400130","2010",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,"Carroll County, Maryland",59451,1844,1402,2101,2009,2131,1702,1983,1400,1693,3784,6818,8741,7504,6053,5981,4305,"Carroll County, Maryland",1310,692,482,675,643,789,718,643,592,628,842,1244,1168,1466,988,1194,911
"G2400150","2010",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,"Cecil County, Maryland",35620,2054,1814,1795,1740,1440,1537,2377,1002,1459,1962,4372,5639,3599,2042,1874,914,"Cecil County, Maryland",1333,707,788,843,613,572,587,830,399,650,712,1151,1082,744,638,595,385
"G2400170","2010",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,"Charles County, Maryland",50233,1325,1102,736,1632,1065,802,1660,1893,2352,3334,5129,8509,7407,4472,5243,3572,"Charles County, Maryland",1273,514,568,352,625,447,403,703,855,823,856,1244,1532,1398,826,1010,1090
"G2400210","2010",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,"Frederick County, Maryland",83964,3141,1514,1800,2611,2160,2783,2614,3026,3202,5154,9847,12755,11570,7510,8364,5913,"Frederick County, Maryland",1646,866,585,633,873,631,1046,869,808,1032,1042,1604,1599,1554,1271,1258,1170
"G2400250","2010",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,"Harford County, Maryland",89580,3946,2656,2490,2985,2346,4820,2211,4033,3432,7073,10756,14083,10097,6899,6090,5663,"Harford County, Maryland",1715,1131,810,776,803,819,1698,763,1255,955,1740,1502,1641,1601,1100,1067,1254
"G2400270","2010",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,"Howard County, Maryland",105358,2648,1402,1474,2164,3266,2497,3042,2204,2686,7669,8534,13954,12380,10440,15744,15254,"Howard County, Maryland",1393,753,766,573,806,929,1056,878,855,949,1467,1378,1669,1685,1855,1856,1770
"G2400310","2010",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,"Montgomery County, Maryland",359476,15610,8773,8509,9986,10004,11412,10805,9763,10742,23259,33073,44044,41130,28595,40352,53419,"Montgomery County, Maryland",2836,2162,1668,1521,1678,1657,1672,1563,1549,1690,2520,3001,2896,3104,3088,2689,2653
"G2400330","2010",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,"Prince George's County, Maryland",301923,12375,8209,7004,10721,8763,13556,11150,15220,14640,25208,34951,45448,33738,20135,24916,15889,"Prince George's County, Maryland",3120,1928,1577,1101,1804,1630,2233,1722,1684,2165,2564,3023,3403,2689,2178,2132,1914
"G2400370","2010",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,"St. Mary's County, Maryland",37051,885,933,707,1527,1125,694,1353,730,1205,2285,3100,7340,5812,3154,3523,2678,"St. Mary's County, Maryland",1733,497,548,457,803,564,406,652,420,520,669,906,1212,1283,985,808,762
"G2400430","2010",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,"Washington County, Maryland",54669,3242,3062,3219,3614,3022,3239,2227,2312,1982,4071,5933,7849,4548,2564,2162,1623,"Washington County, Maryland",1444,817,1062,822,890,950,801,689,711,571,876,921,1333,997,712,597,655
"G2400450","2010",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,"Wicomico County, Maryland",35304,2920,1299,1845,2699,2629,1822,1238,2035,1186,3810,4154,3535,2719,1179,1263,971,"Wicomico County, Maryland",1495,964,533,657,827,876,889,552,715,450,858,1090,892,739,437,580,390
"G2405100","2010",,,"Maryland","24","Baltimore City","510",,,,,,,,,,,,,,,,,"Baltimore city, Maryland",237945,34345,18258,15367,15268,14579,12635,12621,11134,9979,18651,22232,20079,12920,8021,5801,6055,"Baltimore city, Maryland",4515,2961,2101,1842,2104,2606,2002,2022,1945,1612,2189,2309,2459,1906,1407,1142,1035
"G2500010","2010",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,"Barnstable County, Massachusetts",93576,5843,4759,4461,3712,4850,5278,4427,4507,3746,8421,10162,12642,8291,3887,4589,4001,"Barnstable County, Massachusetts",3349,1369,897,1179,858,1023,1074,1136,1184,1119,1532,1650,1430,1193,958,1260,906
"G2500030","2010",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,"Berkshire County, Massachusetts",56517,4523,4553,3397,3656,3279,3309,3270,2709,2719,4843,5665,5967,2791,1845,2254,1737,"Berkshire County, Massachusetts",1529,1029,1041,883,779,873,781,981,811,825,1053,832,1253,579,631,687,505
"G2500050","2010",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,"Bristol County, Massachusetts",209996,16482,15983,13206,11893,9537,9984,8614,7859,8435,16474,21172,25845,18864,10928,9582,5138,"Bristol County, Massachusetts",2634,1976,2040,1812,1704,1500,1527,1576,1431,1412,2312,2122,2457,2330,1611,1446,934
"G2500090","2010",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,"Essex County, Massachusetts",285158,19418,15842,12203,13459,11216,14349,10878,9353,10450,21652,27591,32298,29967,16987,19572,19923,"Essex County, Massachusetts",2770,2348,2187,1677,1799,1563,1891,1795,1561,1664,2494,2543,2525,2458,1773,2066,1699
"G2500110","2010",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,"Franklin County, Massachusetts",31271,1151,2614,1929,1664,1388,1970,1606,1901,1412,2290,4069,4395,2034,1461,797,590,"Franklin County, Massachusetts",645,418,707,733,663,474,631,466,568,511,639,798,855,450,472,301,284
"G2500130","2010",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,"Hampden County, Massachusetts",180328,22180,9521,12447,9899,8707,8552,8653,7220,8150,13681,16979,22042,14402,7815,6043,4037,"Hampden County, Massachusetts",2592,2619,1658,1721,1748,1557,1380,1559,1503,1418,1706,1948,2127,1706,1501,1086,885
"G2500150","2010",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,"Hampshire County, Massachusetts",58661,4251,3528,2797,1817,3316,2240,2877,2348,2607,4283,5835,7896,6518,3069,3024,2255,"Hampshire County, Massachusetts",1744,1066,1017,736,624,947,678,675,731,766,859,1252,1165,1128,711,717,674
"G2500170","2010",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,"Middlesex County, Massachusetts",576710,29956,23356,19436,20782,18965,19753,19694,21126,19113,40544,53548,77406,62877,43366,51415,55373,"Middlesex County, Massachusetts",4223,2890,2482,1965,1945,2424,2732,2228,2309,2148,3534,3316,3950,3591,3105,3490,2753
"G2500210","2010",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,"Norfolk County, Massachusetts",256446,12713,9026,9661,8147,5753,8792,7006,8247,9285,18056,24390,34670,28314,20322,22956,29108,"Norfolk County, Massachusetts",3260,1829,1467,1645,1269,1202,1451,1334,1252,1422,2171,2731,2468,2441,1748,2089,2531
"G2500230","2010",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,"Plymouth County, Massachusetts",180028,8096,7243,6810,6757,6691,6580,6904,6574,6789,11852,19205,27039,20432,14314,12331,12411,"Plymouth County, Massachusetts",2672,1358,1338,1390,1184,1126,1194,1338,1360,1288,1624,2292,2545,1886,1687,1696,1627
"G2500250","2010",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,"Suffolk County, Massachusetts",285759,42210,17968,15000,12149,11744,12111,10777,11405,9462,19377,26729,28769,21965,13869,14987,17237,"Suffolk County, Massachusetts",4680,3435,2224,2004,1995,1824,2064,1627,1818,1854,2190,2492,2483,2380,1706,1769,1988
"G2500270","2010",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,"Worcester County, Massachusetts",296295,18192,18394,14094,13773,11354,11877,12368,13065,11433,20330,31073,42703,28009,18571,16940,14119,"Worcester County, Massachusetts",4387,2357,2081,1949,1953,1392,1462,1833,1941,1547,2192,2591,3039,2300,2152,1687,1458
"G2600050","2010",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,"Allegan County, Michigan",41724,3036,1946,3064,2320,2206,2980,2562,2827,2321,4437,4354,4776,2636,1133,613,513,"Allegan County, Michigan",1609,841,726,784,700,620,694,679,744,588,917,878,777,622,427,261,284
